Date,Log_Close_toel,Log_Close_sox
2000-01,8.376922348628531,6.630834050860699
2000-02,8.579667085729657,6.857899899081734
2000-03,8.564546858317073,7.12181877044369
2000-04,8.575362794592571,6.981829113544396
2000-05,8.597934943108466,6.908564044971288
2000-06,8.496897715417358,7.061323845357311
2000-07,8.452192342067281,7.01978760413979
2000-08,8.402579048128874,6.9582545407170375
2000-09,8.299078645184217,6.895306609082653
2000-10,8.056119278567623,6.608137415261411
2000-11,7.9465726184079575,6.496102491870327
2000-12,7.822110809483296,6.376876602584226
2001-01,7.834027769860687,6.520047294974312
2001-02,7.900422085611305,6.456282052253424
2001-03,7.870524708973114,6.387685542947648
2001-04,7.938088726896952,6.360358153190848
2001-05,8.01055072276993,6.462399568977707
2001-06,7.835660835010625,6.431273574033106
2001-07,7.774922441504153,6.369078725665727
2001-08,7.7500093820501315,6.37931084479078
2001-09,7.496775747322819,6.089193009670009
2001-10,7.395979572546331,6.069719033322822
2001-11,7.598279982045794,6.247579474508855
2001-12,7.741823138228856,6.3014690457527145
2002-01,7.72178474571589,6.314986791790906
2002-02,7.8573111093533035,6.288060068724345
2002-03,8.04921417921828,6.3912200524682214
2002-04,8.037347340707678,6.338895179505099
2002-05,7.996878235405182,6.22886686102897
2002-06,7.878029021138488,6.0446474277830236
2002-07,7.7545335254592604,5.884220943338228
2002-08,7.505842254594955,5.773773432366933
2002-09,7.43955930196115,5.589760486733232
2002-10,7.310317616786673,5.556381427868727
2002-11,7.48558512924542,5.797013208606624
2002-12,7.5200194602288155,5.755825089566854
2003-01,7.540629959292617,5.72806618862281
2003-02,7.503599072438407,5.630124607539903
2003-03,7.412850228039143,5.7228176081278335
2003-04,7.29915365504911,5.769906058069954
2003-05,7.31237347288012,5.861422302898828
2003-06,7.488284631542187,5.9218056373845664
2003-07,7.759717559981963,5.961870708304344
2003-08,7.798386264075714,6.017042953784675
2003-09,7.9062256335623315,6.107388717808901
2003-10,7.848611361902809,6.146874674893536
2003-11,7.866702101997841,6.245226133721498
2003-12,7.882600748791969,6.21328813307991
2004-01,7.899338994891724,6.28020762380216
2004-02,7.737914623730045,6.234171274211671
2004-03,7.7223502645871545,6.182297780625789
2004-04,7.767358066357172,6.190682246326398
2004-05,7.611924820811614,6.131849116257722
2004-06,7.594852442225972,6.157249327639101
2004-07,7.5162260168082415,6.053078037489819
2004-08,7.53117880062368,5.953290554351047
2004-09,7.533693716065608,5.9419916509982444
2004-10,7.529525792537894,5.98477315602419
2004-11,7.54265101261006,6.049547004375998
2004-12,7.603323764540938,6.064927258946923
2005-01,7.619560639363719,5.99410107162502
2005-02,7.651862376221905,6.0534838601644205
2005-03,7.65824182208662,6.05222605781987
2005-04,7.585063392559499,5.987719452107689
2005-05,7.538266885456292,6.016482308665958
2005-06,7.595128241328091,6.0628735822727275
2005-07,7.567345672857337,6.127511995497896
2005-08,7.646859066097204,6.149968468233055
2005-09,7.63469023783036,6.1522857859736
2005-10,7.586835726518355,6.10037233517769
2005-11,7.684163422717863,6.141206541737362
2005-12,7.800013496224784,6.201119439577225
2006-01,7.900389578951597,6.26133423558491
2006-02,7.9380636833444544,6.282711313042771
2006-03,7.8366617530947105,6.2327392531719665
2006-04,7.923176625348542,6.242529372468324
2006-05,7.93211195577857,6.196447834421839
2006-06,7.842064520718624,6.106087032749546
2006-07,7.8290335475088115,6.020761182323583
2006-08,7.8219568693514026,6.055936489195907
2006-09,7.9346328425712835,6.119447602849194
2006-10,8.019064397227178,6.123280976068555
2006-11,7.96659221007278,6.158512312209109
2006-12,8.027150102847456,6.1613813565392155
2007-01,7.991629865106003,6.144447880638149
2007-02,7.971315938956139,6.156515115713274
2007-03,7.940148625806387,6.154480905103607
2007-04,7.957656347733057,6.176560762690153
2007-05,7.965834888777438,6.2022763683694855
2007-06,7.989022237502824,6.203780158956216
2007-07,7.998503396694581,6.255933332507111
2007-08,7.910197109341354,6.2003186625847695
2007-09,7.837291245164846,6.209796542868018
2007-10,7.7888269695988575,6.178239239712622
2007-11,7.656652472722389,6.063966583754553
2007-12,7.729816720205064,6.03469165889505
2008-01,7.631269996158479,5.881925557674527
2008-02,7.7024927168777,5.874470844689791
2008-03,7.6081567902509475,5.843908955328378
2008-04,7.661489727829125,5.9175578220429506
2008-05,7.728384894172435,6.008044765249308
2008-06,7.711037271756876,5.9696619169884375
2008-07,7.60114052353426,5.8569571704870524
2008-08,7.629459066458352,5.891125800519592
2008-09,7.530216424992618,5.776364221057361
2008-10,7.055521982615286,5.504070574480133
2008-11,6.905202999093354,5.3197277022558485
2008-12,6.804614523445947,5.316117990274169
2009-01,6.991721909227041,5.361800634860127
2009-02,7.0190978663175105,5.34393583922787
2009-03,7.062382039262942,5.377042728886489
2009-04,7.234056916526679,5.5124040274024475
2009-05,7.280940248171248,5.534888015908959
2009-06,7.342288737163515,5.594153600159918
2009-07,7.313749350277203,5.6409525392473325
2009-08,7.435484844060233,5.7017741077052575
2009-09,7.492244329142668,5.768744517630703
2009-10,7.519416916738756,5.762114271325286
2009-11,7.393832727497644,5.740691038264797
2009-12,7.516342626065688,5.8358189951753845
2010-01,7.571778746656432,5.853080122866802
2010-02,7.525340442976651,5.804753365108176
2010-03,7.581549738569038,5.880360296865078
2010-04,7.664893965630942,5.956291930613669
2010-05,7.530437916159535,5.869999559371679
2010-06,7.49969995403292,5.868046776559792
2010-07,7.371599633254377,5.866569423664168
2010-08,7.268814543592851,5.805058295993817
2010-09,7.241711132726193,5.8065279101521945
2010-10,7.341969788515204,5.872635959731342
2010-11,7.426392418523717,5.954736403951655
2010-12,7.461352991083221,6.019885563283033
2011-01,7.500160889740551,6.078750185823438
2011-02,7.50720209067773,6.130238071967308
2011-03,7.380217998773034,6.077472301486083
2011-04,7.318004246376643,6.080365486070567
2011-05,7.323598449997144,6.07681621280644
2011-06,7.279527802546455,6.002466302471787
2011-07,7.2722156228690364,5.995605956729341
2011-08,7.111310951679149,5.862188689025601
2011-09,7.110331319268279,5.88178037344596
2011-10,7.180958027072817,5.91308129576938
2011-11,7.202125459200384,5.928147747155637
2011-12,7.210695361336768,5.899032600744795
2012-01,7.24045054571025,5.9873937769933425
2012-02,7.265604533148638,6.052641958720573
2012-03,7.336492451915146,6.06036408809503
2012-04,7.322823267150348,6.031842239353015
2012-05,7.164204647428531,5.949518226190809
2012-06,7.108685682562284,5.916979576596875
2012-07,7.074751261653178,5.914379659344436
2012-08,7.156934911383361,5.986368986958362
2012-09,7.086598571399767,5.975837525405461
2012-10,7.04657476077925,5.920716118656051
2012-11,7.074187373656329,5.911616089746929
2012-12,7.13695452435344,5.945525310906239
2013-01,7.185176550586136,6.007557961390712
2013-02,7.208202749845563,6.048536463656152
2013-03,7.253892440364078,6.069355963751549
2013-04,7.300119061403024,6.057862947329086
2013-05,7.486005873357364,6.137210722237606
2013-06,7.387245018659593,6.145779855717163
2013-07,7.379047764679194,6.170393446098595
2013-08,7.254456413481757,6.148435276159184
2013-09,7.346607401665483,6.188615424317684
2013-10,7.490055538522267,6.211562549693888
2013-11,7.501663519625086,6.22248437330535
2013-12,7.516757787693701,6.247595878350496
2014-01,7.5370550515273385,6.280562287510226
2014-02,7.53249474033553,6.3079861112428635
2014-03,7.61941340729533,6.353280750385364
2014-04,7.621097166827601,6.361990488651517
2014-05,7.61073988011406,6.36830002091292
2014-06,7.737906985602999,6.437369861834913
2014-07,7.753078400078054,6.456465355160406
2014-08,7.728478655127931,6.435641225883051
2014-09,7.793673625175576,6.470092879410902
2014-10,7.693371137172612,6.401950359256321
2014-11,7.845630976224577,6.480216859614977
2014-12,7.978687994360293,6.531299553211736
2015-01,7.956872519149014,6.507711291886535
2015-02,7.961834998460466,6.542330267995236
2015-03,7.98396185199928,6.5661346279973225
2015-04,7.875929799080927,6.550836016346786
2015-05,7.795703022177965,6.57171635982794
2015-06,7.870507352733498,6.575518241804559
2015-07,7.836300766195256,6.492397826969551
2015-08,7.672137257763934,6.427849839934491
2015-09,7.627427189913596,6.4072044694532195
2015-10,7.67566384179678,6.470669772040355
2015-11,7.854927201613413,6.496961847502732
2015-12,7.857648408252033,6.511071997691249
2016-01,7.751865516861585,6.400309112070073
2016-02,7.733076573705548,6.395645502637359
2016-03,7.786466101517534,6.490525533243624
2016-04,7.794012821061935,6.511423596320236
2016-05,7.830580166817211,6.48950377547669
2016-06,7.885084095814739,6.543797381130721
2016-07,7.990226293762129,6.587823290557296
2016-08,7.994177398280703,6.665531422234226
2016-09,8.02371332668096,6.686308313806579
2016-10,8.004443492870076,6.71053955015139
2016-11,8.103250139050173,6.744444710696182
2016-12,8.161779362512329,6.798633255713408
2017-01,8.235002185852716,6.834489006557118
2017-02,8.23768812227838,6.878201796486414
2017-03,8.267020966763997,6.902165134303091
2017-04,8.314454082504998,6.901458120772683
2017-05,8.539177827322513,6.959680874645799
2017-06,8.593480609155772,6.9882957730323065
2017-07,8.574596942454562,6.9902873548068145
2017-08,8.522887089633759,6.989391366360994
2017-09,8.60280498430157,7.033024437972954
2017-10,8.712597981398082,7.107501784457793
2017-11,8.92289107252987,7.175332673694599
2017-12,8.846460963175895,7.132880478814563
2018-01,8.896792242097936,7.203240043817328
2018-02,8.795794681062086,7.179810492018863
2018-03,8.855138267992913,7.233467791358417
2018-04,8.807182122506795,7.164328083576738
2018-05,8.85818981381308,7.2038893627649525
2018-06,8.790897076045326,7.236011889279028
2018-07,8.738811774754046,7.209135589888961
2018-08,8.752356954223881,7.222972471801585
2018-09,8.615862955865925,7.223854467575032
2018-10,8.51255929297498,7.1340475998812085
2018-11,8.539529171168386,7.102955052859477
2018-12,8.415141041989708,7.058817873871863
2019-01,8.452516399724363,7.100999373141804
2019-02,8.559010247989663,7.197960416031288
2019-03,8.550998633655846,7.2218497041140814
2019-04,8.672380919964924,7.317742774842434
2019-05,8.569855926651993,7.23673322779506
2019-06,8.512984356448996,7.2391040571542575
2019-07,8.651141167993291,7.328852797242874
2019-08,8.736328725068088,7.296509797199799
2019-09,8.82964917793611,7.359666355091454
2019-10,8.879154143022253,7.374412537928543
2019-11,8.914484635078406,7.451687829711169
2019-12,8.964471808581619,7.48717145112649
2020-01,9.009594566392025,7.539711519102846
2020-02,9.008248192061409,7.532498915243779
2020-03,8.825844346390339,7.3347283744290515
2020-04,8.895857912694431,7.396465043129597
2020-05,8.910069589246417,7.478840512832615
2020-06,8.990939806940807,7.5772066457784355
2020-07,9.178841103236943,7.634922653471485
2020-08,9.150669977052432,7.701730573984139
2020-09,9.096749194161825,7.696260964004859
2020-10,9.160140894879143,7.759213041611226
2020-11,9.255163232555878,7.832051220731756
2020-12,9.416993147940772,7.920033885587975
2021-01,9.545661152275141,7.997876615540796
2021-02,9.561204347245472,8.037290757839084
2021-03,9.568734131722271,8.006634197352748
2021-04,9.70653954788906,8.078943234715874
2021-05,9.656131656854352,8.017707145890151
2021-06,9.690059912570469,8.076379009056282
2021-07,9.634001489131075,8.091035026133937
2021-08,9.627869981734886,8.117667122627799
2021-09,9.774926245667668,8.131521262393017
2021-10,9.698803514848189,8.105110950207248
2021-11,9.881887516151323,8.238564055030777
2021-12,9.94270826121797,8.263115477114956
2022-01,9.924814067273076,8.201274871557588
2022-02,9.833117674784493,8.153698408134339
2022-03,9.860935843224427,8.114707509369977
2022-04,9.840454339739214,8.043478090243974
2022-05,9.851697052828213,7.9844174938250205
2022-06,9.760441652440976,7.933047154214339
2022-07,9.589533554372036,7.905402436449134
2022-08,9.636706731242086,7.985349438747611
2022-09,9.520916256758612,7.8373719816602
2022-10,9.444608483247587,7.755270908275949
2022-11,9.57531237884119,7.874709116482236
2022-12,9.578142076512247,7.8833849676239165
2023-01,9.595590176286084,7.936603762405721
2023-02,9.652387383526627,8.017311170193723
2023-03,9.680760582031525,8.024397684297384
2023-04,9.646640932569502,8.023187243139477
2023-05,9.76454303913275,8.057857839706735
2023-06,9.891270368597537,8.18381097394178
2023-07,9.91803905869557,8.22162947895964
2023-08,9.948591276447017,8.190098231333586
